08:38:20.0517805	802	455	0
08:38:20.0557807	802	455	0
08:38:20.0567808	802	455	0
08:38:20.0577808	802	455	0
08:38:20.0587809	802	455	0
08:38:20.0597809	802	455	0
08:38:20.0607810	802	455	0
08:38:20.0617811	802	455	0
08:38:20.0627811	802	455	0
08:38:20.0637812	802	455	0
08:38:20.0647812	802	455	0
08:38:20.0657813	802	455	0
08:38:20.0667813	802	455	0
08:38:20.0677814	802	455	0
08:38:20.0687815	802	455	0
08:38:20.0697815	802	455	0
08:38:20.0707816	802	455	0
08:38:20.0717816	802	455	0
08:38:20.0727817	802	455	0
08:38:20.0737817	802	455	0
08:38:20.0747818	802	455	0
08:38:20.0757819	802	455	0
08:38:20.0767819	802	455	0
08:38:20.0777820	802	455	0
08:38:20.0787820	802	455	0
08:38:20.0797821	802	455	0
08:38:20.0807821	802	455	0
08:38:20.0817822	803	454	0
08:38:20.0827823	803	454	0
08:38:20.0837823	803	454	0
08:38:20.0847824	803	454	0
08:38:20.0857824	803	454	0
08:38:20.0867825	803	454	0
08:38:20.0877825	803	454	0
08:38:20.0887826	803	454	0
08:38:20.0897827	803	454	0
08:38:20.0907827	803	454	0
08:38:20.0917828	803	454	0
08:38:20.0927828	803	454	0
08:38:20.0937829	803	454	0
08:38:20.0947830	803	454	0
08:38:20.0957830	803	454	0
08:38:20.0967831	803	454	0
08:38:20.0977831	803	454	0
08:38:20.0987832	803	454	0
08:38:20.0997832	803	454	0
08:38:20.1007833	803	454	0
08:38:20.1017834	803	454	0
08:38:20.1027834	803	454	0
08:38:20.1037835	803	454	0
08:38:20.1047835	803	454	0
08:38:20.1057836	803	454	0
08:38:20.1067836	803	454	0
08:38:20.1077837	803	454	0
08:38:20.1087838	803	454	0
08:38:20.1097838	803	454	0
08:38:20.1107839	803	454	0
08:38:20.1117839	803	454	0
08:38:20.1127840	803	454	0
08:38:20.1137840	804	454	0
08:38:20.1147841	804	454	0
08:38:20.1157842	804	454	0
08:38:20.1167842	804	454	0
08:38:20.1177843	804	454	0
08:38:20.1187843	804	454	0
08:38:20.1197844	804	454	0
08:38:20.1207844	804	454	0
08:38:20.1217845	804	454	0
08:38:20.1227846	804	454	0
08:38:20.1237846	804	454	0
08:38:20.1247847	804	454	0
08:38:20.1257847	804	454	0
08:38:20.1267848	804	454	0
08:38:20.1277848	804	454	0
08:38:20.1287849	804	454	0
08:38:20.1297850	804	454	0
08:38:20.1307850	806	453	0
08:38:20.1317851	806	453	0
08:38:20.1327851	806	453	0
08:38:20.1337852	806	453	0
08:38:20.1347852	806	453	0
08:38:20.1357853	806	453	0
08:38:20.1367854	806	453	0
08:38:20.1377854	807	453	0
08:38:20.1397855	807	453	0
